StockCode,Stock,LastUpdated
90131,12242,2025-05-04
85224,579,2025-05-19
72759,19541,2025-05-10
72732,16217,2025-05-17
23077,5835,2025-05-13
23076,12851,2025-05-19
23078,5259,2025-05-08
21770,7808,2025-05-19
47013,5168,2025-04-30
84548,19369,2025-05-18
15030,15002,2025-05-01
35809,12993,2025-05-07
84559,16982,2025-05-16
23159,13820,2025-05-11
23154,12894,2025-05-03
23156,1050,2025-04-30
23155,19448,2025-05-16
84569,10105,2025-05-24
23158,3115,2025-05-14
85145,4252,2025-05-26
21839,12038,2025-05-25
35823,13544,2025-04-30
20850,15862,2025-05-04
21283,17572,2025-05-21
85049,4752,2025-05-13
85049,17053,2025-05-03
21614,10055,2025-05-27
22036,18518,2025-05-04
84856,5060,2025-05-05
20821,3068,2025-05-16
79172,2200,2025-05-13
84743,16500,2025-04-30
23157,18031,2025-05-26
84549,2335,2025-05-05
90014,16811,2025-05-16
35649,6367,2025-05-27
72800,8275,2025-05-10
72781,13509,2025-05-23
35015,9367,2025-05-01
72793,9217,2025-05-25
72789,1422,2025-05-18
85018,17547,2025-05-22
84686,17931,2025-05-05
35824,18298,2025-04-30
84726,11026,2025-05-19
84875,15414,2025-05-22
84876,4009,2025-05-17
84576,9607,2025-05-08
84845,7426,2025-04-30
21274,2815,2025-05-09
21474,13227,2025-05-19
10134,539,2025-05-19
16254,9937,2025-04-30
84990,18178,2025-05-25
84877,5675,2025-05-25
84875,1224,2025-05-08
35650,18781,2025-05-28
79336,16972,2025-05-26
21511,8405,2025-05-20
81953,5143,2025-05-03
82545,2563,2025-05-28
84251,6458,2025-05-11
35603,12023,2025-04-29
47502,5241,2025-05-17
84007,9930,2025-05-01
23254,15812,2025-05-22
23256,6575,2025-05-28
21337,3713,2025-05-23
46037,4054,2025-05-28
84251,10834,2025-05-15
40018,1496,2025-05-22
84864,2563,2025-05-10
35818,17172,2025-05-21
21825,8251,2025-05-02
10123,259,2025-05-03
84899,7766,2025-05-09
20863,8041,2025-05-25
62097,7059,2025-05-16
62043,329,2025-05-01
20816,519,2025-05-22
90024,15654,2025-05-25
23255,1695,2025-05-28
22039,2752,2025-05-12
90025,691,2025-05-26
37487,15367,2025-05-26
84839,5109,2025-05-04
23205,3563,2025-05-10
23201,17863,2025-05-08
23207,9593,2025-05-26
23199,2291,2025-05-27
23206,3534,2025-05-09
23204,19509,2025-05-13
23208,3231,2025-05-10
44242,12130,2025-05-14
PADS,1968,2025-05-10
85132,6855,2025-05-05
84510,17984,2025-05-01
84731,1241,2025-05-26
23065,684,2025-05-27
16202,1145,2025-05-22
23060,2160,2025-05-12
23057,1164,2025-05-23
23253,15361,2025-05-09
90181,4658,2025-05-12
23066,3489,2025-05-08
23068,4556,2025-05-17
23075,6028,2025-05-03
23153,1055,2025-05-12
90036,6427,2025-04-29
23073,8880,2025-05-10
90135,16407,2025-05-28
90159,10137,2025-05-18
23146,2712,2025-05-11
23061,6775,2025-05-05
20823,16403,2025-05-05
20827,4609,2025-05-07
23055,13645,2025-05-02
23056,2027,2025-05-17
20997,13091,2025-05-03
23140,12307,2025-05-03
23141,10416,2025-05-18
23135,3732,2025-05-16
23132,14198,2025-05-05
23071,8516,2025-05-12
23152,4631,2025-05-17
23134,8889,2025-04-30
23133,2562,2025-05-22
23147,12290,2025-05-14
23148,515,2025-05-08
23144,9420,2025-05-22
23142,2318,2025-05-05
23136,14581,2025-05-27
23139,11154,2025-05-17
23138,7086,2025-05-17
23150,12046,2025-05-03
23145,879,2025-05-16
90025,9444,2025-05-22
23137,6379,2025-04-30
72024,4915,2025-05-27
16049,6260,2025-05-02
23069,6751,2025-05-26
16244,12637,2025-05-23
23131,17810,2025-04-30
23067,10380,2025-05-23
47341,10461,2025-05-23
90021,6575,2025-05-20
23163,16862,2025-05-06
23284,8734,2025-05-06
23283,17842,2025-05-28
23162,6682,2025-05-01
84016,1952,2025-05-20
DCGS0,14469,2025-05-16
20838,10129,2025-05-20
72811,8135,2025-05-09
23048,19490,2025-05-07
23042,391,2025-05-23
23041,9103,2025-05-04
23040,17854,2025-05-12
23064,2271,2025-05-08
21923,8479,2025-04-30
20896,4697,2025-05-08
20825,12621,2025-05-11
85060,4301,2025-05-16
35594,11209,2025-05-07
21330,12775,2025-05-16
78027,602,2025-05-18
21806,4389,2025-05-09
85225,13450,2025-05-09
37471,16341,2025-05-12
23130,18457,2025-05-12
84629,14336,2025-05-09
22987,3743,2025-05-25
20836,14126,2025-05-04
23160,19804,2025-05-28
23161,6577,2025-05-03
23164,2599,2025-05-05
85226,18627,2025-04-29
47591,14353,2025-05-27
37424,19458,2025-05-06
90037,873,2025-05-25
84873,1980,2025-05-23
84857,10731,2025-05-08
84482,18672,2025-05-01
21854,18525,2025-05-07
23149,19819,2025-05-14
84705,6571,2025-04-30
23143,11812,2025-05-21
23299,18800,2025-05-03
23298,17654,2025-05-23
23070,8718,2025-05-16
23151,19671,2025-05-06
90058,18709,2025-05-27
23043,12195,2025-05-25
23045,7493,2025-05-06
20964,5002,2025-05-09
23200,5174,2025-05-12
23202,12873,2025-05-08
23203,4412,2025-05-15
84859,4851,2025-05-25
23209,1202,2025-05-08
23072,15231,2025-05-18
23046,5307,2025-05-16
23047,16105,2025-05-15
23044,18848,2025-05-25
90036,10491,2025-05-06
90083,12852,2025-05-11
23282,13467,2025-05-14
23280,7423,2025-05-15
23190,17184,2025-05-02
23191,8324,2025-05-10
23192,6344,2025-05-24
23175,10936,2025-05-08
23174,19117,2025-05-28
23173,19406,2025-04-30
23172,2033,2025-05-21
23171,9616,2025-05-04
23170,14522,2025-05-19
23081,8951,2025-05-23
23084,15477,2025-05-10
23281,17645,2025-05-02
84509,1147,2025-05-26
23118,8565,2025-05-14
23096,8651,2025-05-13
23091,7676,2025-05-14
23094,8784,2025-05-11
23108,4401,2025-05-09
23080,9954,2025-05-27
23110,8881,2025-05-08
23059,18276,2025-05-06
23100,18525,2025-05-04
23102,10008,2025-05-14
23082,9970,2025-05-07
16151,1233,2025-05-03
23093,5183,2025-05-20
23109,15088,2025-05-09
23103,2689,2025-05-17
23112,1469,2025-05-18
23111,2580,2025-05-26
23079,16834,2025-05-26
23167,2958,2025-05-26
23104,15235,2025-04-30
23168,19655,2025-05-02
23169,3950,2025-05-10
23165,7715,2025-05-28
23101,10641,2025-05-16
23089,19329,2025-05-15
23107,2034,2025-05-15
23088,16623,2025-05-16
23106,17487,2025-05-07
23087,8186,2025-05-28
90035,14108,2025-05-01
23083,9715,2025-05-25
23301,7463,2025-05-24
23300,16040,2025-05-01
23302,13828,2025-05-01
47574,14870,2025-05-28
23090,8083,2025-05-03
23092,12616,2025-05-18
23085,8092,2025-05-13
23099,7561,2025-05-27
23086,8417,2025-05-12
84661,13596,2025-05-14
23129,10060,2025-05-17
90081,14749,2025-05-22
84804,745,2025-05-15
23444,3949,2025-05-17
84984,13472,2025-05-17
84984,1416,2025-05-01
90149,3830,2025-05-19
85034,1345,2025-05-11
16053,12044,2025-05-20
21310,17484,2025-05-27
90018,4817,2025-05-07
84746,3799,2025-05-09
23228,8741,2025-05-25
84596,9705,2025-05-17
23227,1414,2025-05-25
20667,12133,2025-05-10
23226,377,2025-05-24
23221,2849,2025-05-11
84206,10928,2025-05-01
23214,12357,2025-05-28
23215,1226,2025-05-04
23210,3302,2025-05-19
23213,17538,2025-05-06
23212,924,2025-05-20
23219,9074,2025-05-12
23224,11146,2025-05-21
23211,18927,2025-05-27
23216,13351,2025-05-05
23217,11237,2025-05-18
23225,14599,2025-05-28
84660,17719,2025-05-10
84805,11369,2025-05-02
23275,16317,2025-04-30
23263,13587,2025-05-13
23309,18714,2025-05-18
23270,13455,2025-05-22
23307,19445,2025-05-16
23306,16104,2025-05-27
23308,9603,2025-05-11
23273,2699,2025-05-14
23274,9797,2025-05-17
90025,4372,2025-05-16
21373,14659,2025-05-27
16043,10877,2025-05-16
90102,19916,2025-05-01
23240,17529,2025-05-14
23238,6715,2025-05-01
20901,10875,2025-04-29
23243,18194,2025-05-24
84415,786,2025-05-04
23245,6948,2025-05-28
23239,14987,2025-05-20
23236,17671,2025-05-12
23235,738,2025-05-15
23241,5055,2025-05-23
23242,10861,2025-05-06
23247,17322,2025-05-25
23244,11142,2025-05-27
23237,10291,2025-04-29
22950,15438,2025-05-07
82613,14061,2025-04-30
35966,11067,2025-05-27
23310,15162,2025-05-11
23321,1658,2025-04-30
23220,12510,2025-05-05
23264,19974,2025-05-14
23265,7082,2025-05-26
23266,15651,2025-05-01
84824,161,2025-05-27
23269,16191,2025-05-19
23268,3474,2025-05-20
23252,12054,2025-05-26
23322,9973,2025-04-30
77079,12862,2025-05-28
23286,7634,2025-05-04
23338,1125,2025-05-03
23285,1962,2025-04-30
23288,13454,2025-05-17
23343,16009,2025-05-09
90026,3521,2025-05-28
90036,8887,2025-05-04
90001,7043,2025-05-25
23271,1947,2025-05-24
23335,19423,2025-05-05
23339,12532,2025-05-11
23336,1894,2025-05-26
23337,10277,2025-05-05
23292,6004,2025-05-06
23291,578,2025-05-22
23289,8484,2025-05-01
23290,16596,2025-05-18
23287,17144,2025-05-02
23188,13766,2025-05-23
23251,10091,2025-05-23
23249,16087,2025-05-13
23250,19308,2025-05-12
23229,12295,2025-05-14
23234,5249,2025-05-12
23012,3112,2025-05-22
23014,5932,2025-05-20
23035,16329,2025-05-20
84551,13212,2025-05-17
23020,12339,2025-05-04
23032,4669,2025-05-10
23028,5543,2025-05-16
23031,14074,2025-05-10
23029,19788,2025-05-06
23033,7146,2025-05-07
23034,12155,2025-05-19
23013,4337,2025-04-30
23344,9699,2025-05-19
23022,5554,2025-05-11
23113,19252,2025-05-13
23016,14338,2025-05-20
23026,18313,2025-04-29
23119,18032,2025-05-27
23015,18871,2025-05-03
23123,11361,2025-05-18
23122,19973,2025-05-15
23120,12206,2025-05-19
23121,4263,2025-05-07
23124,15630,2025-05-09
23125,345,2025-05-25
23039,4162,2025-05-23
23021,4377,2025-04-29
23023,18229,2025-05-21
23114,6408,2025-05-13
23115,12296,2025-05-14
23116,15621,2025-05-03
23117,14463,2025-05-23
84679,13972,2025-05-16
23019,7201,2025-04-29
23272,14168,2025-05-05
23036,8062,2025-04-30
23198,8967,2025-05-01
23027,12858,2025-05-04
23024,2184,2025-05-04
23223,10151,2025-05-01
23222,15023,2025-05-13
84387,12838,2025-05-28
23197,18959,2025-05-14
23196,16233,2025-05-15
23267,7238,2025-05-06
23323,11788,2025-05-23
23315,16146,2025-05-03
23316,8390,2025-04-30
23342,18193,2025-05-14
23341,17970,2025-05-14
23037,7296,2025-05-14
90176,10820,2025-05-12
23317,3271,2025-05-27
23017,16803,2025-05-05
23018,5528,2025-05-07
23025,1396,2025-05-13
79161,10587,2025-05-18
23574,9228,2025-05-17
23318,4550,2025-05-26
90025,14549,2025-05-20
72802,1162,2025-05-16
84857,7440,2025-04-30
81952,3338,2025-05-11
81952,13657,2025-05-01
81950,6270,2025-05-22
23320,735,2025-05-17
90011,10909,2025-05-06
23001,6637,2025-05-14
23319,18032,2025-05-21
90043,16679,2025-05-08
90049,11344,2025-05-26
90046,5109,2025-04-29
90048,11717,2025-05-26
72807,10688,2025-05-08
84706,16943,2025-05-04
44242,14433,2025-05-17
23038,11281,2025-05-14
85036,660,2025-05-13
23313,4664,2025-05-13
23296,7802,2025-05-02
23294,292,2025-05-16
23293,8632,2025-05-18
23295,1734,2025-05-05
23297,8522,2025-05-20
90067,12213,2025-05-24
84924,17749,2025-05-11
81953,5745,2025-05-27
35638,127,2025-05-23
23311,16055,2025-05-10
23314,17060,2025-05-11
16162,13742,2025-05-20
90126,4301,2025-05-22
90127,4721,2025-04-29
23312,11693,2025-05-19
90030,859,2025-05-22
90141,1614,2025-05-22
23550,9649,2025-05-21
23218,11061,2025-05-03
37491,5585,2025-05-04
37491,13250,2025-05-11
90182,19604,2025-05-01
84402,997,2025-05-06
23549,7237,2025-05-16
23546,16257,2025-05-12
84732,16444,2025-05-08
84732,1696,2025-05-13
23545,18208,2025-05-13
23547,11602,2025-05-19
23548,6790,2025-05-19
84797,15690,2025-05-11
90130,2917,2025-04-30
16169,2768,2025-05-04
35819,10998,2025-05-05
23346,6521,2025-05-19
23345,9417,2025-05-02
23347,13682,2025-05-18
DCGS0,19812,2025-05-11
DCGS0,5994,2025-05-21
DCGS0,16031,2025-05-14
DCGS0,9700,2025-05-24
DCGS0,495,2025-05-26
21858,16631,2025-04-29
21432,14775,2025-05-02
77081,16938,2025-05-05
21765,13272,2025-05-11
84761,9989,2025-05-02
21610,3800,2025-05-04
84984,12198,2025-05-20
37477,12962,2025-05-28
37477,3133,2025-05-13
23340,1264,2025-05-01
23360,8506,2025-05-22
23359,3076,2025-05-05
23373,6685,2025-05-27
23436,9913,2025-05-10
23353,17139,2025-05-12
23354,4608,2025-05-13
23374,3873,2025-05-18
22016,262,2025-05-27
23438,7835,2025-05-18
23189,9328,2025-05-19
84963,331,2025-05-26
23349,7787,2025-05-25
23350,1127,2025-04-30
23352,7492,2025-05-25
23351,6187,2025-05-25
23324,6881,2025-05-07
90209,17822,2025-05-01
23332,9560,2025-05-09
23329,886,2025-05-21
23330,19588,2025-05-15
23334,11911,2025-05-08
23333,11100,2025-05-05
23328,9340,2025-05-02
23331,6252,2025-05-07
23327,5031,2025-05-16
23326,4212,2025-05-05
23325,8436,2025-05-03
35816,16865,2025-05-20
B,14626,2025-05-28
90052,7825,2025-05-02
35597,1370,2025-05-13
23357,3879,2025-05-11
23358,1232,2025-05-08
23375,7220,2025-05-28
23356,4006,2025-05-20
84206,3985,2025-05-06
84201,16443,2025-05-27
23355,15886,2025-05-04
90176,12607,2025-05-10
23437,13590,2025-05-03
85184,16841,2025-05-12
23445,7177,2025-05-20
23439,18406,2025-05-11
23431,16258,2025-05-05
23433,4491,2025-05-28
84201,8143,2025-05-06
90020,471,2025-05-25
CRUK,17444,2025-05-06
23432,16913,2025-05-19
23376,4303,2025-05-05
23378,978,2025-04-29
23551,13936,2025-05-06
23620,1125,2025-05-16
23623,7457,2025-04-30
23634,608,2025-05-26
23396,15789,2025-05-02
23395,10596,2025-05-03
23394,15495,2025-05-14
23407,5372,2025-05-17
23393,18430,2025-05-15
23427,4142,2025-05-22
23397,15344,2025-05-15
23377,4543,2025-05-20
23399,7339,2025-05-18
23411,9153,2025-05-25
23398,1229,2025-05-02
23425,1204,2025-05-06
23414,3320,2025-05-02
23424,5441,2025-05-16
23404,15018,2025-05-18
23406,9177,2025-05-15
23405,5279,2025-05-21
23379,9098,2025-05-15
23381,13861,2025-05-08
23380,2712,2025-05-15
23402,2312,2025-05-19
23403,11288,2025-05-07
23426,13862,2025-05-13
23412,15100,2025-05-25
23392,12695,2025-05-03
23400,16612,2025-05-18
23614,9652,2025-05-16
23637,16748,2025-05-02
23415,16932,2025-05-25
23417,10258,2025-05-27
23413,1452,2025-05-15
23409,11368,2025-05-11
23640,13063,2025-05-20
23408,6016,2025-05-23
23401,2406,2025-05-22
23422,18167,2025-05-11
23613,18735,2025-05-25
23646,1319,2025-05-14
23410,548,2025-05-10
23559,16668,2025-05-17
23423,5592,2025-05-11
23421,7576,2025-05-21
23435,19708,2025-05-20
23418,11781,2025-05-03
23419,13499,2025-04-30
23434,9134,2025-05-13
23391,16961,2025-05-16
23390,14483,2025-05-08
23389,563,2025-05-14
23074,9141,2025-05-26
23388,9561,2025-05-06
23416,16572,2025-05-05
23611,11849,2025-05-20
23607,734,2025-05-16
23058,8380,2025-05-03
23420,17799,2025-05-21
23625,15663,2025-05-19
23639,19249,2025-05-16
35598,1301,2025-05-20
35592,17949,2025-05-21
15060,16480,2025-05-12
23629,19681,2025-05-25
23630,7330,2025-05-03
23503,1361,2025-04-30
23366,19496,2025-05-23
23367,9063,2025-05-10
23504,4071,2025-05-11
23371,17818,2025-05-15
23506,515,2025-05-28
23502,4243,2025-05-11
23370,17717,2025-05-18
23493,1532,2025-04-30
23365,8305,2025-05-17
23369,5705,2025-05-28
23520,10990,2025-05-21
23511,10217,2025-05-24
23517,19538,2025-05-13
23368,14932,2025-05-04
23505,9812,2025-05-02
23372,11332,2025-05-06
35598,18603,2025-05-13
23512,7508,2025-05-22
23515,3237,2025-05-14
23514,14332,2025-05-26
23518,6987,2025-04-29
23510,7206,2025-04-29
23508,4047,2025-05-22
23509,288,2025-04-30
23507,13167,2025-05-07
23513,16148,2025-05-21
23624,11337,2025-05-14
20935,10755,2025-05-01
20678,13015,2025-05-24
23610,11858,2025-05-05
23601,15500,2025-05-01
23632,17276,2025-05-20
23516,9543,2025-04-30
23519,13012,2025-05-23
23494,4134,2025-05-15
23638,13309,2025-05-25
23650,5051,2025-05-15
23461,12298,2025-05-15
23466,9880,2025-05-01
23469,19264,2025-05-25
23484,16459,2025-05-22
23471,14932,2025-05-19
23644,5071,2025-05-27
23472,9953,2025-05-22
23470,754,2025-05-16
23524,1048,2025-05-10
23535,1868,2025-05-15
23534,15233,2025-05-17
23541,6707,2025-05-21
23525,7293,2025-05-19
23532,14243,2025-05-11
23539,12257,2025-04-30
23522,9831,2025-05-12
23526,628,2025-05-08
23533,19797,2025-05-25
23542,3350,2025-05-01
23528,17272,2025-05-06
23543,634,2025-05-19
23530,8064,2025-05-10
23538,15211,2025-05-28
23521,12032,2025-05-05
23523,19358,2025-04-30
23531,8458,2025-05-14
23527,18992,2025-05-23
23483,518,2025-04-30
23529,4081,2025-05-15
23536,11183,2025-05-20
23544,11985,2025-05-12
23540,13083,2025-05-24
23537,19660,2025-05-09
23604,16098,2025-05-26
23626,7149,2025-05-03
23500,2385,2025-05-15
23465,4691,2025-05-22
23501,927,2025-04-30
23605,11856,2025-05-16
23619,13312,2025-05-01
23635,6573,2025-05-01
23612,13567,2025-04-30
23468,12113,2025-05-14
79157,17599,2025-05-12
90189,17682,2025-05-02
23448,14160,2025-05-12
23447,8866,2025-05-17
23446,15536,2025-05-07
85115,4447,2025-05-14
90065,11239,2025-05-27
23382,13995,2025-05-07
23660,14610,2025-05-11
23661,15474,2025-05-21
23564,18860,2025-05-16
23567,16583,2025-05-01
23487,15481,2025-05-24
23490,5780,2025-05-23
23453,7102,2025-05-20
23452,5518,2025-05-03
23451,10046,2025-05-03
23482,7325,2025-05-15
23603,11191,2025-05-16
23459,16467,2025-05-16
23565,1776,2025-05-18
23456,19025,2025-05-23
23463,2250,2025-05-04
23464,11968,2025-05-08
23457,17100,2025-05-25
23455,16621,2025-05-17
23568,17801,2025-05-04
84661,17827,2025-05-13
23566,9000,2025-05-27
23467,19441,2025-05-09
23479,3157,2025-05-12
23481,12727,2025-05-21
23458,19022,2025-05-14
23579,13272,2025-05-04
23702,6088,2025-05-27
23558,16107,2025-05-08
23556,10153,2025-05-19
23554,12733,2025-05-25
23557,18273,2025-04-30
23555,9043,2025-05-12
23480,6453,2025-05-27
23553,13035,2025-05-19
23489,808,2025-04-30
23491,5354,2025-05-27
23492,7412,2025-05-05
23477,17013,2025-05-18
23478,14049,2025-05-06
23476,10552,2025-05-02
23486,10135,2025-05-13
23473,6560,2025-05-07
23460,17186,2025-04-30
23462,6591,2025-05-15
23499,15828,2025-05-20
23485,19407,2025-05-07
23570,9626,2025-05-07
23454,10127,2025-05-18
23571,13371,2025-05-25
23569,17944,2025-05-09
23305,2401,2025-05-15
23474,19020,2025-05-11
23636,3277,2025-05-04
23582,12946,2025-05-27
23583,13155,2025-05-03
23581,1459,2025-05-18
79157,1087,2025-05-08
23595,13994,2025-05-20
23303,8803,2025-05-28
23475,13660,2025-05-24
23615,13324,2025-05-08
23645,8912,2025-05-04
23654,8147,2025-05-27
35600,1645,2025-05-05
23497,16724,2025-05-27
23304,3593,2025-05-09
23495,15784,2025-05-23
23496,13746,2025-05-22
23628,1538,2025-05-14
23633,16862,2025-05-22
23643,17012,2025-05-18
46776,16128,2025-05-06
46776,13687,2025-05-28
46776,10828,2025-05-04
46776,11613,2025-05-04
47593,16429,2025-05-24
51014,5155,2025-05-07
84031,16991,2025-05-16
84031,5863,2025-05-18
90183,3295,2025-05-23
90184,14963,2025-05-27
79323,7458,2025-05-17
79323,3405,2025-05-19
79323,9563,2025-05-23
79323,1992,2025-05-17
79341,16308,2025-05-25
79342,16244,2025-05-18
47016,2879,2025-05-08
23691,7550,2025-05-15
90069,582,2025-05-11
23608,8981,2025-05-06
23681,1295,2025-05-06
72783,11586,2025-05-10
90162,17096,2025-05-19
23692,12956,2025-05-03
23695,14581,2025-05-07
23697,10723,2025-05-04
23616,5982,2025-04-30
23598,12341,2025-05-26
23597,4755,2025-05-03
23621,18532,2025-05-12
23627,9575,2025-05-05
23602,11461,2025-05-14
23664,15901,2025-05-16
17191,16048,2025-05-21
23694,14362,2025-05-19
23649,17491,2025-05-24
23442,12674,2025-05-12
23449,9913,2025-05-20
23428,5803,2025-05-25
23652,6048,2025-05-11
84206,18194,2025-05-02
23430,3288,2025-05-22
23429,17941,2025-05-25
90179,16587,2025-05-20
23441,2305,2025-05-15
72802,10141,2025-05-26
85049,8854,2025-04-29
84971,2412,2025-05-15
23440,939,2025-05-07
23552,16332,2025-05-02
23498,506,2025-05-27
84550,12431,2025-05-24
84971,9489,2025-05-03
85034,8945,2025-05-07
23578,18375,2025-05-19
23580,5537,2025-05-19
23575,6758,2025-05-23
23560,13363,2025-05-12
23576,3855,2025-05-03
23562,3041,2025-05-23
23561,14020,2025-05-19
23609,19302,2025-05-21
85179,5070,2025-05-10
23617,15494,2025-05-23
90214,11363,2025-05-25
47591,10965,2025-05-10
23843,19480,2025-05-23
